,date,open,close,high,low,volume,code
36,2019-04-26,27.07,27.19,27.41,26.59,98928.0,300014
37,2019-04-29,27.48,26.45,28.23,25.5,184339.0,300014
38,2019-04-30,26.64,25.73,26.84,25.5,152415.0,300014
39,2019-05-06,24.94,24.04,25.25,23.75,234678.0,300014
40,2019-05-07,24.45,25.86,26.36,24.45,228051.0,300014
41,2019-05-08,25.1,24.73,25.67,24.6,172931.0,300014
42,2019-05-09,24.54,24.08,24.99,23.93,141049.0,300014
43,2019-05-10,24.7,26.49,26.49,24.68,288587.0,300014
44,2019-05-13,26.01,26.2,26.5,25.82,154228.0,300014
45,2019-05-14,25.81,25.93,26.46,25.81,144061.0,300014
46,2019-05-15,26.5,27.43,27.8,26.48,226408.0,300014
47,2019-05-16,28.19,27.48,28.36,26.93,171078.0,300014
48,2019-05-17,27.6,26.15,27.6,26.0,179574.0,300014
49,2019-05-20,26.15,25.4,26.49,24.7,201131.0,300014
50,2019-05-21,25.52,25.66,26.03,24.71,189114.0,300014
51,2019-05-22,25.37,25.01,25.5,24.8,118282.0,300014
52,2019-05-23,24.75,23.65,24.98,23.19,233473.0,300014
53,2019-05-24,23.73,23.25,24.0,22.58,235781.0,300014
54,2019-05-27,23.22,25.26,25.46,22.85,321183.0,300014
55,2019-05-28,25.0,24.69,25.19,24.55,171075.0,300014
56,2019-05-29,24.68,24.86,25.18,24.58,118164.0,300014
57,2019-05-30,24.72,25.05,25.1,24.05,136032.0,300014
58,2019-05-31,25.08,24.79,25.13,24.61,97362.0,300014
59,2019-06-03,24.75,24.23,25.2,24.0,133410.0,300014
60,2019-06-04,24.2,24.38,24.71,24.11,83272.0,300014
61,2019-06-05,24.88,24.27,24.98,24.07,93042.0,300014
62,2019-06-06,24.01,23.18,24.2,22.8,140817.0,300014
63,2019-06-10,23.56,23.99,24.24,23.45,153731.0,300014
64,2019-06-11,23.95,24.86,25.1,23.82,173676.0,300014
65,2019-06-12,25.03,25.05,25.75,24.8,160478.0,300014
66,2019-06-13,25.1,25.8,26.1,24.82,161471.0,300014
67,2019-06-14,25.82,24.23,25.97,24.07,183752.0,300014
68,2019-06-17,24.0,24.72,24.85,23.93,125936.0,300014
69,2019-06-18,24.76,24.59,24.85,24.41,52910.0,300014
70,2019-06-19,25.62,25.2,26.26,25.2,167740.0,300014
71,2019-06-20,25.35,26.17,26.46,25.21,204667.0,300014
72,2019-06-21,26.86,26.6,27.25,26.12,227301.0,300014
73,2019-06-24,26.61,26.07,26.74,25.77,139054.0,300014
74,2019-06-25,26.11,27.07,27.18,25.88,230520.0,300014
75,2019-06-26,27.07,29.25,29.65,26.6,390408.0,300014
76,2019-06-27,29.52,30.46,31.25,29.3,355039.0,300014
77,2019-06-28,30.43,30.46,30.92,29.65,194897.0,300014
78,2019-07-01,31.2,32.19,32.87,31.2,299649.0,300014
79,2019-07-02,31.82,32.29,33.18,31.68,233030.0,300014
80,2019-07-03,32.15,31.85,32.54,31.59,154977.0,300014
81,2019-07-04,32.12,31.3,32.2,31.03,232465.0,300014
82,2019-07-05,31.66,31.74,32.58,31.41,216009.0,300014
83,2019-07-08,32.22,31.05,32.5,30.76,213852.0,300014
84,2019-07-09,31.27,31.72,32.3,30.76,185306.0,300014
85,2019-07-10,31.81,30.9,32.0,30.61,155252.0,300014
86,2019-07-11,31.4,30.95,31.88,30.76,115622.0,300014
87,2019-07-12,31.26,31.85,32.42,30.8,189099.0,300014
88,2019-07-15,31.51,31.72,31.88,30.6,171767.0,300014
89,2019-07-16,31.46,31.0,31.55,30.65,159609.0,300014
